Id,interval_group,classification,bag,is_low_medi_cluster,mean_MEDI,xmin,xmax,class_duration,reason,visual inspection,comments 
231,25,FP,2,0,0,11/7/2023 17:25,11/7/2023 17:34,9,"low medi, cluster detected",1,
231,27,FN,1,1,8.527777778,11/7/2023 18:51,11/7/2023 18:52,1.5,likely transition state,1,
231,29,FP,2,0,0,11/7/2023 21:42,11/7/2023 21:42,0.166666667,likely transition state,1,
231,31,FP,2,0,0.322307692,11/7/2023 22:09,11/7/2023 22:20,10.83333333,"low medi, cluster detected",1,
231,33,FP,2,0,0.28328125,11/7/2023 22:47,11/7/2023 22:57,10.66666667,"low medi, cluster detected",1,
231,35,FP,2,0,0.407820513,11/8/2023 0:05,11/8/2023 0:18,13,"low medi, cluster detected",1,
231,37,FP,2,0,0.093076923,11/8/2023 0:19,11/8/2023 0:22,2.166666667,likely transition state,1,
231,41,FP,2,0,0,11/8/2023 21:10,11/8/2023 21:10,0.166666667,likely transition state,1,
231,43,FN,1,1,1.7425,11/8/2023 23:01,11/8/2023 23:02,1.333333333,likely transition state,1,
231,45,FN,1,1,0.606,11/8/2023 23:15,11/8/2023 23:17,1.666666667,likely transition state,1,
231,47,FP,2,0,0.119606299,11/8/2023 23:33,11/8/2023 23:54,21.16666667,"low medi, cluster detected",1,
231,49,FP,2,0,0.116995885,11/8/2023 23:54,11/9/2023 0:35,40.5,"low medi, cluster detected",1,
231,51,FP,2,0,0.254444444,11/9/2023 6:22,11/9/2023 6:26,4.5,"low medi, cluster detected",1,
231,53,FP,2,0,0.162790698,11/9/2023 6:27,11/9/2023 6:48,21.5,"low medi, cluster detected",1,
231,57,FN,1,1,7.556666667,11/9/2023 18:58,11/9/2023 18:58,0.5,likely transition state,1,
231,59,FP,2,0,0,11/9/2023 21:16,11/9/2023 21:17,1.666666667,likely transition state,1,
231,61,FP,2,0,0.532989691,11/9/2023 22:12,11/9/2023 22:28,16.16666667,"low medi, cluster detected",1,
231,63,FP,2,0,0.059666667,11/9/2023 23:37,11/9/2023 23:47,10,"low medi, cluster detected",1,
231,65,FP,2,0,0.137983193,11/9/2023 23:48,11/10/2023 0:07,19.83333333,"low medi, cluster detected",1,
231,67,FP,2,0,0.147272727,11/10/2023 0:08,11/10/2023 0:52,44,"low medi, cluster detected",1,
231,70,FP,2,0,0.07641791,11/10/2023 17:23,11/10/2023 17:45,22.33333333,"low medi, cluster detected",1,
231,72,FP,2,0,0.01245098,11/10/2023 17:46,11/10/2023 18:03,17,"low medi, cluster detected",1,
231,74,FP,2,0,0,11/10/2023 18:23,11/10/2023 18:23,0.166666667,likely transition state,1,
231,76,FP,2,0,0.032911392,11/10/2023 18:44,11/10/2023 18:58,13.16666667,"low medi, cluster detected",1,
231,78,FN,1,1,5.09,11/10/2023 22:22,11/10/2023 22:22,0.166666667,likely transition state,1,
231,80,FN,1,1,4.275,11/10/2023 22:40,11/10/2023 22:41,0.333333333,likely transition state,1,
231,84,FP,2,0,0,11/11/2023 9:58,11/11/2023 10:00,1.5,likely transition state,1,
231,86,FN,0,1,15.05966102,11/11/2023 12:00,11/11/2023 12:09,9.833333333,"bag not used, no clusters identified",1,
231,88,FP,2,0,0.058571429,11/11/2023 12:40,11/11/2023 12:42,2.333333333,likely transition state,1,
231,90,FP,2,0,0.014639175,11/12/2023 0:13,11/12/2023 0:29,16.16666667,"low medi, cluster detected",1,
231,92,FP,2,0,0,11/12/2023 0:54,11/12/2023 0:56,1.5,likely transition state,1,
231,94,FP,2,0,0.282,11/12/2023 8:43,11/12/2023 8:43,0.833333333,likely transition state,1,
231,96,FP,2,0,0,11/12/2023 16:17,11/12/2023 16:20,3,likely transition state,1,
231,98,FN,0,1,16.13016667,11/12/2023 16:38,11/12/2023 16:48,10,"bag not used, no clusters identified",1,
231,100,FN,0,1,96.595,11/12/2023 21:39,11/12/2023 21:40,1.333333333,bag not used or transition state,1,
231,102,FN,0,1,5.768562874,11/12/2023 22:06,11/12/2023 22:34,27.83333333,"bag not used, no clusters identified",1,
